sentence	predicted_label	True_label
इसके बाद से ही सुपरमार्केट में खाने-पीने के सामनों को खरीदने वालों की लंबी कतारें लग गईं।	SADNESS	SADNESS
रात में कुपवाड़ा और कोकेरनाग का न्यूनतम तापमान शून्य से नीचे क्रमश: 4.4 डिग्री और 2.7 डिग्री सेल्सियस रहा।	SADNESS	SADNESS
जनवरी के आखिरी हफ्ते में कई एवलॉन्च आए, जिनमें 15 जवानों की जान चली गई थी और कई लापता हो गए थे।	SADNESS	SADNESS
दिनभर लोगों ने जमकर खरीददारी की तथा भीड़ के चलते कुछ बाजारों में जाम जैसा माहौल बना रहा।	SYMPATHY/PENSIVENESS	SADNESS
जबकि जापानी सुरक्षा बल के पांच सदस्यों को इस हिम स्खलन में बचा लिया गया है।	SADNESS	JOY
गांव के गांव उजड़ हजारों-हजार का पता न क्या 26 दिसंबर को भूकंप आना महज एक संयोग है	SADNESS	SURPRISE
पिछले साल जनवरी में आए एवलॉन्च में गई थी जान	SADNESS	SADNESS
इसमें अन्य राज्य सरकारों , स्वयंसेवी एजेंसियों , विदेशी सरकारों से मिलने वाली सामग्री और वित्तीय सहायता शामिल है।	SADNESS	JOY
चारों जवान पेट्रोलिंग के लिए निकले थे।	SADNESS	SADNESS
फिर भी ऐहतियातन संबंधित महकमों को अलर्ट कर दिया है।	SADNESS	SADNESS
झारखंड के रांची जिले में भी नक्सलियों ने दो सरकारी इमारतों को विस्फोटकों से बर्बाद कर दिया।	DISGUST	SADNESS
मोबाइल पर ताजा खबरें, फोटो, वीडियो व लाइव स्कोर देखने के लिए जाएं m.jagran.com पर	NO-EMOTION	NO-EMOTION
इस कारण तत्काल सूचना एकत्र नहीं हो पाई है।	NO-EMOTION	SADNESS
शिन्हुआ समाचार एजेंसी के अनुसार कल शाम शंघाई शहर का तापमान 37 डिग्री सेल्सियस था कि अचानक भारी बारिश के साथ तूफान आ गया और 180 से अधिक भवनों को भारी नुकसान पहुंचा।	SADNESS	SADNESS
गया में भी नक्सलियों ने पोलिंग बूथ पर हमला किया।	FEAR/ANXIETY	DISGUST
यह घटना उत्तरी कश्मीर में बांडीपोरा जिले के गुरेज सेक्टर और कुपवाड़ा जिले के नौगाम सेक्टर में हुई।	SADNESS	SADNESS
इसके अलावा 12 लोगों ने मैमनसिंह मेडिकल कॉलेज अस्पताल में दम तोड़ा।	SYMPATHY/PENSIVENESS	SADNESS
बताया कि 168 घर तबाह हो गए और 340 मवेशी मारे इस बीच, परवान प्रांत के प्रांतीय गवर्नर मोहम्मद असीम ने बताया कि प्रांत के दो जिलों में हिमस्खलनों से 16 लोगों की मौत हो गई जबकि आठ अन्य घायल हैं।	SADNESS	SADNESS
पिछले 4 दिनों में कश्मीर के कई इलाकों में एवलांच आए, जिनमें 15 आर्मी जवानों समेत कुल 21 लोगों की जानें में बड़े एवलांच का अलर्ट...	FEAR/ANXIETY	FEAR/ANXIETY
घंटे भर चले मुठभेड़ के सुरक्षाबलों ने नक्सलियों के प्रयास को नाकामयाब कर दिया।	NO-EMOTION	JOY
अफगानिस्तान और पाकिस्तान के कुछ हिस्सों में भारी बर्फबारी के बाद हिमस्खलन में कई घर दब इसमें 100 से ज्यादा लोगों के मारे जाने की खबर है।	SADNESS	SADNESS
श्रीनगर के सैन्य अधिकारियों ने परिजनों को बताया कि शनिवार को विमान से दीपक का पार्थिव शरीर पटना भेजा जाएगा।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
बता दें कि बीते रविवार को इंडिया हाइक ग्रुप का 41 सदस्यीय पर्यटक दल केदारताल की ट्रैकिंग पर गया था।	SADNESS	SADNESS
केप कानावेरल , फ्लोरिडा (एपी):	NO-EMOTION	NO-EMOTION
उत्तरी नारायणगंज और नरसिंगदी जिलों में तूफान के कारण 15 अन्य व्यक्ति घायल हो गये।	SYMPATHY/PENSIVENESS	SADNESS
सेना के प्रवक्ता के अनुसार, शहीद जवानों के पार्थिव शरीर बरामद कर लिए गए हैं।	SADNESS	SADNESS
बच्चों के अलावा बुजुर्गो, पहले से विभिन्न प्रकार की बीमारियों से प्रभावित मरीजों की ओर ध्यान रखना जरूरी है।	FEAR/ANXIETY	NO-EMOTION
दो लोगों को जिंदा बचाया गया है, जो श्रीनगर रेफर किए गए हैं और उनकी हालत खतरे से बाहर हैं। 	JOY	JOY
इसी तरह बागपत में एक व हाथरस में भी तीन लोगों की मौत हुई है।	SADNESS	SADNESS
शव का पंचनामा भरकर पोस्टमार्टम के लिए जिला अस्पताल भाज दिया गया है।	SADNESS	SADNESS
अधिकारियों के अनुसार, "भारतीय समेत आठ लोगों की मौत मनांग जिले में हुई जबकि चार विदेशी थोरांग दर्रे के पास मुस्तांग जिले में मारे गए हैं।"	SADNESS	SADNESS
पुलिस कमिश्नर हसन गफूर ने सोमवार रात बताया कि तहलियानी आतंकवादी मोहम्मद आमिर अजमल कसब के खिलाफ दर्ज 12 मामलों में मुकदमे की सुनवाई करेंगे।	OPTIMISM	NO-EMOTION
सियाचीन में बुधवार को हिमसख्‍लन के चलते बर्फ में फंसे सभी 10 जवानों को मृत घोषित कर दिया है।	SADNESS	SADNESS
दिल्ली-एनसीआर में बुधवार रात टेम्परेचर 1.7 डिग्री गिरकर 5.7 पर आ गया।	SADNESS	SADNESS
प्रांत के करीब दर्जनभर जिले पूरी तरह कट गए हैं।	SADNESS	SADNESS
इस कार्यक्रम में भारतीय मूल के वैज्ञानिक राकेश जैन को राष्ट्रपति बराक ओबामा सम्मानित करने वाले थे।	SADNESS	SADNESS
समाचार पत्र ‘डॉन’ ने चित्राल जिले के नाजिम मगफिरात के हवाले से खबर दी है कि इस क्षेत्र में पिछले दो दिनों से भारी बर्फबारी के कारण अनेक परिवारों को सुरक्षित स्थानों पर भेजा गया है हालांकि कुछ परिवार हिमस्खलन प्रभावित स्थानों पर ही बने रहे थे।	SADNESS	SADNESS
उन्होंने बताया कि हमले के दो घंटे के अंदर ही घटनास्थल पर 100 पुलिसकर्मियों का अतिरिक्त दस्ता भेज दिया गया है।	DISGUST	NO-EMOTION
बताया जा रहा है कि तूफान पिछले ५० साल में आए तूफानों में सबसे भयानक है।	SADNESS	SADNESS
न्यूयॉर्क समेत सभी छह प्रांतों में सड़कें और यातायात सेवा रोक दी गई है एवं विद्यालयों को भी बंद कर दिया गया है।	SADNESS	SADNESS
लखनऊ में बर्फीली हवाओं के चलते कांपते रहे लोग, 3 दिन में 10 डिग्री गिरा पारा	SADNESS	SADNESS
प्रदेश सरकार के प्रमुख सचिव (सूचना) नवनीत सहगल ने कहा,‘मीडिया खबरों में मृतकों के आंकड़े बताए गए हैं, जो पूरी तरह गलत हैं।	SADNESS	SADNESS
21 दिसंबर से शुरू हुए सर्दियों के सबसे कठिन दौर कहलाने वाले 40 दिवसीय चिलेकलां में यह पहली बर्फबारी है। 	SADNESS	SADNESS
वहीं, पाकिस्तान में खैबर पख्तुनख्वा प्रांत के चितराल जिले में दूरदराज के इलाके में भारी हिमपात के बाद हिमस्खलन की घटना में पांच मकानों के दब जाने से कम से कम 14 लोगों की मौत हो गई।	SADNESS	SADNESS
इस दौरान ऊंची तूफानी लहरों की वजह से आसपास के निचले तटीय इलाकों में बाढ़ की सी स्थिति पैदा हो गई है।	SADNESS	SADNESS
सरकार ने इन खबरों को गलत बताया है।	OPTIMISM	SADNESS
से 6 मौतें विस्कॉन्सिन, 4 टेक्सास में, 3 नॉर्थ कैरोलाइना और 1-1 मौतें ओहियो, मिशिगन, नॉर्थ डकोटा, मिसूर, वर्जिनिया और साउथ कैरोलाइना में हुई हैं। 	SADNESS	SADNESS
पंजाब के आदमपुर में 0.7 न्यूनतम तापमान दर्ज किया गया।	SADNESS	SADNESS
न्यू जर्सी, कनेक्टीकट, रॉड आइलैंड, मैसाचुसैट्स, न्यू हैंपशायर और न्यूयॉर्क में आपातकाल की घोषणा कर दी गई है वहीं न्यूयॉर्क के गर्वनर एंड्रयू कूमो ने आज क्षेत्र में सभी तरह की यात्राओं पर प्रतिबंध लगा दिया है परंतु प्रांत के तेरह क्षेत्रों की सभी सड़कों पर आपातकालीन वाहन चलाने का निर्देश दिया है।	SADNESS	SADNESS
हालांकि शुक्रवार को कोहरा नहीं रहा।	JOY	JOY
पिछले शनिवार को मुंबई और गोवा क्षेत्र में लगभग 4.3 तीव्रता का ही भूकंप आया था।	SADNESS	SADNESS
हाल में आए तूफान से कम से कम छह लोगों की मौत की घटना के बाद मौसम विभाग ने एक बार फिर आने वाले दिनों में भारी बर्फबारी और तूफान की संभावना जताई है जिससे रोड ट्रांसपोर्ट और बिजली आपूर्ति पर असर पड़ सकता है।	SADNESS	SADNESS
पर्यावरण रक्षा जल संरक्षण के लिए विशेष कार्ययोजना बनायी जाय।	OPTIMISM	OPTIMISM
सोनिक क्रिस्टल उसी प्रकार ध्वनि तरंगों को रोक सकतीं हैं जिस प्रकार छोटे फोटोनिक क्रिस्टल या प्रकाश को परिवर्तित करने वाली दूसरी संरचनाएं प्रकाश के साथ करतीं हैं।	JOY	NO-EMOTION
चितराल जिले के स्काउट कमांडेंट कर्नल निजामुद्दीन शाह ने बताया कि हिमस्खलन में पांच मकान बर्फ में दब गए।	SADNESS	SADNESS
उच्च हिमालयी क्षेत्रों में बर्फीला तूफान	SADNESS	SADNESS
fullnews_id_4392574_date_7_9_2006.utf8 जापान में कार्गो जहाज डूबा, १३ मरे	SADNESS	SADNESS
ट्रैकिंग एजेंसीज एसोसिएशन ऑफ नेपाल (टीएएएन) ने बताया कि काठमांडू से 400 किमी दूर मनांग जिले में मरने वालों में चार कनाडाई, तीन नेपाली, एक भारतीय नागरिक है।	SADNESS	SADNESS
साधना टॉप के करीब खूनी नाला इलाके में शुक्रवार दोपहर दो हिमस्खलन की घटनाएं सामने आई।	SADNESS	SADNESS
लापता सैनिकों की तलाश में ऑपरेशन जारी है।	SADNESS	SADNESS
अमेरिका के राष्ट्रीय मौसम विभाग ने क्षेत्र में नब्बे सेंटीमीटर तक बर्फबारी होने की चेतावनी जारी की है।	SADNESS	SADNESS
झोंके इतने ताकतवर थे कि उनसे कई गाड़ियों के शीशे बुरी तरह तहस-नहस हो गए।	SADNESS	FEAR/ANXIETY
navbharat_2004_6_25_753586 चीन में बारिश और तूफान से 27 मरे, इतने ही लापता	SADNESS	SADNESS
navbharat_2004_5_24_695431 बांग्ला नौका दुर्घटना : बचाव, राहत अभियान जारी	OPTIMISM	OPTIMISM
न्यूयॉर्क के आपदा प्रबंधन विभाग के अनुसार न्यूयॉर्क में अब तक की सबसे बड़ी बर्फबारी 11 दिसंबर 2006 को हुई थी तब शहर में 68 सेंटीमीटर बर्फ पड़ी थी।	SURPRISE	SURPRISE
कांगनान प्रांत मे एक हजार मकान नष्ट हो गए है और ८० लोग घायल हुए है।	SADNESS	SADNESS
फैक्टरी मालिक फरार बताया गया है।	DISGUST	DISGUST
18,000 फीट ऊंचाई पर स्थित सियाचिन में प्राकृतिक आपदाओं के कारण अब तक बहुत लोगों की जान जा चुकी है।	SADNESS	SADNESS
काबुल, रायटर/प्रेट्र।	NO-EMOTION	NO-EMOTION
गांववालों के श्रमदान से अब इस तालाब में आसपास के खेतों का पानी जाता है और बारिश का भी पानी इकट्ठा होता है।	OPTIMISM	OPTIMISM
इस दौरान गुलाम नबी भट को जिंदा निकाला गया और उसे श्रीनगर के स्किम्स अस्पताल रेफर किया गया।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
मरने वालों में छह महिलाएं, छह बच्चे और दो पुरुष हैं।	SADNESS	SADNESS
एक अधिकारी के मुताबिक प्रभावितों को राहत सामग्री पहुंचाई जा रही है।	JOY	SYMPATHY/PENSIVENESS
उन्होंने कहा,' यह आतंकवादी हमला था और हमलावरों ने रॉकेट लांचर, हैंड ग्रेनेड और दूसरे हथियारों से हमला किया।'	DISGUST	FEAR/ANXIETY
पुलिस ने तुरंत इलाके की नाकाबंदी कर दी और हमलावरों की तलाश शुरू कर दी।	OPTIMISM	NO-EMOTION
fullnews_id_4434117_date_3_10_2006.utf8 भारत-अमेरिका में जल से उपजा संकट	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
लेकिन बचावकर्मियों ने त्वरित कार्रवाई करते हुए सभी जवानों को बचा लिया।	JOY	JOY
अगर एक दो दिन बरसात न हुई तो जनपद को सूखा घोषित करने की सिफारिश की जाएगी।' -डॉ. अशोक कुमार तेवतिया, उप कृषि निदेशक।	SADNESS	OPTIMISM
किसी भी जिले से ठंड की वजह से किसी की मौत की कोई पुष्टि नहीं हुई है।	SYMPATHY/PENSIVENESS	SADNESS
मुनस्यारी नगर में सुबह से ही तेज हवाओं का असर होने लगा।	SADNESS	SADNESS
नैनीताल से हमारे संवाददाता के मुताबिक कुमाऊं के जंगल भीषण आग की चपेट में हैं।	FEAR/ANXIETY	SADNESS
कश्मीर ऑफिशियल ने हाल के दिनों में भारी बर्फबारी की वजह से एवलांच को लेकर वॉर्निंग जारी की है।	SADNESS	SADNESS
इस दौरान सुरक्षाबलों ने भी 9 नक्सलियों को मार गिराया।	JOY	JOY
लाहौर।। श्रीलंकाई क्रिकेट टीम पर हमला करने वाले आतंकवादियों से संबंध रखने वाले 2 संदिग्धों को सुरक्षा एजंसियों ने शुक्रवार को गिरफ्तार किया।	DISGUST	OPTIMISM
जॉर्जिया स्थित मौसम विभाग के वैज्ञानिक डान डर्बे ने बताया कि अगले 48 घंटो के अंदर जॉर्जिया में पांच से पंद्रह सेंटीमीटर और साउथ कैलिफोर्निया में 13 से 23 सेंटीमीटर बर्फ पड़ेगी और यही बर्फबारी ज्यादा चिंताजनक हो सकती है।	SADNESS	SADNESS
सूखे से परेशान लातूर के दौरे पर बीजेपी मिनिस्‍टर ने जमकर खींची SELFIES, की गर्मी से मेकअप बिगड़ने की शिकायत	DISGUST	DISGUST
यदि जल्द ही मार्ग न खुला तो रसद पहुंचाने में दिक्कतें आ सकती हैं।	SADNESS	SYMPATHY/PENSIVENESS
कोलकाता-बीकानेर सवारी गाड़ी आठ घंटे, जम्मूतवी-अमदाबाद 5.35 घंटे, सियालदाह-अजमेर 4.20 घंटे की देरी से चल रही हैं।	SADNESS	SYMPATHY/PENSIVENESS
दिल्ली अग्निशमन की 30 गाड़ियां देर रात तक आग बुझाने में लगी रहीं।	OPTIMISM	OPTIMISM
बीजिंग स्थित अधिकारियों ने बताया कि भूस्खलन और बाढ़ के कारण तकरीबन एक लाख 68 हजार लोगों को अपना मकान छोड़ कर सुरक्षित स्थान पर जाने को मजबूर होना शिन्हुआ समाचार एजेंसी के अनुसार तूफान के कारण हजारो घर गिर गए हैं और तकरीबन 3600 लाख अमेरिकी डालर का नुकसान हुआ है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
देश भारत में चक्रवाती तूफान हुदहुद के चलते नेपाल में भारी बारिश हुई है।उपग्रहों	SADNESS	SADNESS
उल्लेखनीय है कि कैटरिना के दौरान राहत कायो में देरी वजह से बुश को भारी आलोचना का सामना करना पड़ा था।	SADNESS	NO-EMOTION
शवों के मिलने की उम्मीद	FEAR/ANXIETY	OPTIMISM
पहलगाम व गुलमर्ग में न्यूनतम तापमान माइनस 7.6 डिग्री सेल्सियस रिकॉर्ड किया गया।	SADNESS	SADNESS
दिल्ली सरकार ने मृतकों के परिवार को 5-5 लाख रुपए और घायलों को 1-1 लाख रुपए का मुआवजा देने की घोषणा की है।घटना	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
बता दें कि कोल्ड-डे वहां घोषित होता है, जहां दिन का टेम्परेचर नॉर्मल से 4.6 डिग्री से नीचे आ जाए और रात का टेम्परेचर 10 डिग्री से कम हो जाए।	SADNESS	SADNESS
navbharat_2009_3_1_4206326 उड़ीसा और झारखंड में नक्सली राउरकेला/रांची।। माओवादियों ने उड़ीसा के सुंदरगढ़ जिले में दो रेलवे स्टेशनों पर हमला कर दिया।	FEAR/ANXIETY	FEAR/ANXIETY
इसे अल्पाइन रीजन कहते हैं।	NO-EMOTION	NO-EMOTION
भीषण शीतलहर से आम जनजीवन बुरी तरह अस्तव्यस्त हो गया है।	SYMPATHY/PENSIVENESS	SADNESS
हालांकि मौसम के मिजाज को देखते हुए गोमुख की ओर पूर्वाह्न 11 बजे तक ही पर्यटकों को जाने की अनुमति दी जा रही है। 	JOY	JOY
पिछले साल जनवरी में आए एवलॉन्च में गई थी जान	SADNESS	SADNESS
मौसम विज्ञान विभाग के उपमहानिदेशक डा. आनंद शर्मा ने बताया कि पश्चिमी विक्षोभ की सक्रियता और अचानक मौसम गर्म होने से बर्फीला तूफान आने की आशंका बन जाती है।	SADNESS	SADNESS
दक्षिण अफ्रीका में किसी धार्मिक स्थल पर यह पहला हमला है।	FEAR/ANXIETY	SADNESS
मंगलवार को दुनिया के दो इलाकों में दो बड़े भूकंप के झटके महसूस किए गए।	SADNESS	SADNESS
विभाग के अनुसार देश के समूचे पूर्वी हिस्से में बर्फीले तूफान का कहर रहेगा लेकिन इसका सबसे ज्यादा असर न्यूयॉर्क शहर पर दिखेगा जहां सर्द हवाओं के साथ भारी हिमपात होने का अनुमान है।	SADNESS	SADNESS
जम्‍मू-कश्‍मीर के अनंतनाग जिले में आतंकियों द्वारा पुलिस पार्टी पर हमला करने की खबर है।	DISGUST	SADNESS
navbharat_2004_5_10_668112 गुजरात तट पर तूफान आने की आशंका	FEAR/ANXIETY	FEAR/ANXIETY
गौरतलब है कि राजधानी ढाका से 65 किलोमीटर पूर्व में चांदपुर बंदरगाह के पास पुरान बाजार में रात तीन बजे के करीब नौका दुर्घटनाग्रस्त हो गई थी और करीब 70 यात्रियों को बचा लिया गया , जबकि 150 व्यक्ति अब भी लापता है।	SADNESS	SADNESS
बर्फीले तूफान की आहट से सहमे अमेरिकी प्रशासन ने अपने छह राज्यों में आपातस्थिति घोषित कर दी है।	SADNESS	SADNESS
navbharat_2003_5_5_45475315 बांग्लादेश में आए तूफान से दो गांव तबाह, 30 मरे	SADNESS	SYMPATHY/PENSIVENESS
से कुछ की हालत बेहद गंभीर बताई गई है। पाकिस्‍तानी	SADNESS	SADNESS
लखनऊ और आसपास के इलाकों में पुरवइया हवा और बारिश से लोगों को गर्मी से राहत मिली।	JOY	JOY
ह्वाइट हाउस ने राष्ट्रपति बराक ओबामा की मौजूदगी वाले कार्यक्रमों को फिलहाल स्थगित कर दिया है।	SADNESS	SADNESS
गुरेज में रविवार से ही लगातार बर्फबारी हो रही है।	SADNESS	SADNESS
बताया गया कि शैड के ऊपर चादरों को मजबूती से नहीं रखा गया था।	SADNESS	SADNESS
उत्तर-पश्चिमी इंग्लैंड में कार्लिस्ले शहर का मध्य भाग पानी से भर गया है और स्थानीय लोगों को अपने मकानों के ऊपरी हिस्से में शरण लेनी पड़ी है।	SADNESS	SADNESS
